iAF1260_BIGG,Subsystem,name,reaction_string
AGMHE,S_Lipopolysaccharide_Biosynthesis__Recycling,ADP-D-glycero-D-manno-heptose epimerase,adphep_DD_c <-> adphep_LD_c
AGPAT120,S_Glycerophospholipid_Metabolism,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),1ddecg3p_c + ddcaACP_c <-> ACP_c + pa120_c
AGPAT140,S_Glycerophospholipid_Metabolism,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),1tdecg3p_c + myrsACP_c <-> ACP_c + pa140_c
AGPAT141,S_Glycerophospholipid_Metabolism,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),1tdec7eg3p_c + tdeACP_c <-> ACP_c + pa141_c
AGPAT160,S_Glycerophospholipid_Metabolism,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),1hdecg3p_c + palmACP_c <-> ACP_c + pa160_c
AGPAT181,S_Glycerophospholipid_Metabolism,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1odec11eg3p_c + octeACP_c <-> ACP_c + pa181_c
AGPR,S_Arginine_and_Proline_Metabolism,N-acetyl-g-glutamyl-phosphate reductase,acg5sa_c + nadp_c + pi_c <-> acg5p_c + h_c + nadph_c
AHCYSNS,S_Methionine_Metabolism,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c <-> ade_c + rhcys_c
AICART,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf_c + aicar_c <-> fprica_c + thf_c
AIRC3,S_Purine_and_Pyrimidine_Biosynthesis,Phosphoribosylaminoimidazole carboxylase (mutase rxn),5aizc_c <-> 5caiz_c
AKGDH,S_Citric_Acid_Cycle,2-Oxogluterate dehydrogenase,akg_c + coa_c + nad_c <-> co2_c + nadh_c + succoa_c
AKGt2rpp,S_Transport__Inner_Membrane,2-oxoglutarate reversible transport via symport (periplasm),akg_p + h_p <-> akg_c + h_c
AKGtex,S_Transport__Outer_Membrane_Porin,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),akg_e <-> akg_p
ALAALAD,S_Murein_Recycling,D-alanine-D-alanine dipeptidase,alaala_c + h2o_c <-> 2.0 ala__D_c
ALAALAabcpp,S_Transport__Inner_Membrane,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),atp_c + h2o_c + alaala_p <-> adp_c + alaala_c + h_c + pi_c
ALAGLUE,S_Murein_Recycling,L-alanyl-gamma-glutamate epimerase,LalaDglu_c <-> LalaLglu_c
ALAR,S_Alanine_and_Aspartate_Metabolism,Alanine racemase,ala__L_c <-> ala__D_c
ALAabcpp,S_Transport__Inner_Membrane,L-alanine transport via ABC system (periplasm),atp_c + h2o_c + ala__L_p <-> adp_c + ala__L_c + h_c + pi_c
ALAt4pp,S_Transport__Inner_Membrane,L-alanine transport in via sodium symport (periplasm),ala__L_p + na1_p <-> ala__L_c + na1_c
ALAtex,S_Transport__Outer_Membrane_Porin,L-alanine transport via diffusion (extracellular to periplasm),ala__L_e <-> ala__L_p
ALCD19,S_Alternate_Carbon_Metabolism,Alcohol dehydrogenase (glycerol),glyald_c + h_c + nadh_c <-> glyc_c + nad_c
ALDD19xr,S_Alternate_Carbon_Metabolism,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",h2o_c + nad_c + pacald_c <-> 2.0 h_c + nadh_c + pac_c
ALDD2x,S_Alternate_Carbon_Metabolism,"Aldehyde dehydrogenase (acetaldehyde, NAD)",acald_c + h2o_c + nad_c <-> ac_c + 2.0 h_c + nadh_c
ALDD2y,S_Alternate_Carbon_Metabolism,"Aldehyde dehydrogenase (acetaldehyde, NADP)",acald_c + h2o_c + nadp_c <-> ac_c + 2.0 h_c + nadph_c
ALDD3y,S_Alternate_Carbon_Metabolism,"Aldehyde dehydrogenase (propanal, NADP)",h2o_c + nadp_c + ppal_c <-> 2.0 h_c + nadph_c + ppa_c
ALDD4,S_Alternate_Carbon_Metabolism,"Aldehyde dehydrogenase (butanal, NAD)",btal_c + h2o_c + nad_c <-> but_c + 2.0 h_c + nadh_c
ALLPI,S_Alternate_Carbon_Metabolism,Allose 6-phosphate isomerase,all6p_c <-> allul6p_c
ALLTN,S_Nitrogen_Metabolism,Allantoinase,alltn_c + h2o_c <-> alltt_c + h_c
ALLTNt2rpp,S_Transport__Inner_Membrane,Allantoin transport in via proton symport (periplasm),alltn_p + h_p <-> alltn_c + h_c
ALLULPE,S_Alternate_Carbon_Metabolism,Allulose 6-phosphate epimerase,allul6p_c <-> f6p_c
ALLabcpp,S_Transport__Inner_Membrane,D-allose transport via ABC system (periplasm),atp_c + h2o_c + all__D_p <-> adp_c + all__D_c + h_c + pi_c
ALLtex,S_Transport__Outer_Membrane_Porin,Allose transport via diffusion (extracellular to periplasm),all__D_e <-> all__D_p
ALPATG160pp,S_Unassigned,"Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)",alpp_p + pg160_p <-> 2agpg160_p + lpp_p
ALR2,S_Methylglyoxal_Metabolism,Aldose reductase (methylglyoxal),h_c + mthgxl_c + nadph_c <-> acetol_c + nadp_c
AM3PA,S_Murein_Recycling,Anhydrous-N-Acetylmuramyl-tripeptide amidase,anhm3p_c + h2o_c <-> LalaDgluMdap_c + anhm_c
AMALT1,S_Alternate_Carbon_Metabolism,Amylomaltase (maltotriose),malt_c + malttr_c <-> glc__D_c + maltttr_c
AMALT2,S_Alternate_Carbon_Metabolism,Amylomaltase (maltotetraose),malt_c + maltttr_c <-> glc__D_c + maltpt_c
AMALT4,S_Alternate_Carbon_Metabolism,Amylomaltase (maltohexaose),malt_c + malthx_c <-> glc__D_c + malthp_c
AMMQLT8,S_Cofactor_and_Prosthetic_Group_Biosynthesis,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),2dmmql8_c + amet_c <-> ahcys_c + h_c + mql8_c
AMPTASECG,S_Cysteine_Metabolism,Alanyl aminopeptidase (cys-gly),cgly_c + h2o_c <-> cys__L_c + gly_c
AMPTASEPG,S_Arginine_and_Proline_Metabolism,Aminopeptidase (pro-gly),h2o_c + progly_c <-> gly_c + pro__L_c
ANHMK,S_Murein_Recycling,"1,6-anhydrous-N-Acetylmuramate kinase",anhm_c + atp_c + h2o_c <-> acmum6p_c + adp_c + h_c
ANS,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Anthranilate synthase,chor_c + gln__L_c <-> anth_c + glu__L_c + h_c + pyr_c
AOBUTDs,S_Threonine_and_Lysine_Metabolism,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),2aobut_c + h_c <-> aact_c + co2_c
AP4AH,S_Nucleotide_Salvage_Pathway,Ap4A hydrolase,ap4a_c + h2o_c <-> 2.0 adp_c + 2.0 h_c
APRAUR,S_Cofactor_and_Prosthetic_Group_Biosynthesis,5-amino-6-(5-phosphoribosylamino)uracil reductase,5apru_c + h_c + nadph_c <-> 5aprbu_c + nadp_c
ARBTNR2,S_Inorganic_Ion_Transport_and_Metabolism,Aerobactin reductase,2.0 arbtn_fe3_c + fmnh2_c <-> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c
ARBTNR3,S_Inorganic_Ion_Transport_and_Metabolism,Aerobactin reductase,2.0 arbtn_fe3_c + rbflvrd_c <-> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
ARBTNabcpp,S_Transport__Inner_Membrane,Aerobactin transport via ABC system (periplasm),atp_c + h2o_c + arbtn_fe3_p <-> adp_c + arbtn_fe3_c + h_c + pi_c
ARBTNtex,S_Transport__Outer_Membrane,Aerobactin secretion (to extracellular),arbtn_p + h_p <-> h_c + arbtn_e
ARBTNtonex,S_Transport__Outer_Membrane,Aerobactin transport via ton system (extracellular),arbtn_fe3_e + h_p <-> h_c + arbtn_fe3_p
ARBt2rpp,S_Transport__Inner_Membrane,L-arabinose transport via proton symport (periplasm),arab__L_p + h_p <-> arab__L_c + h_c
ARBt3ipp,S_Transport__Inner_Membrane,L-arabinose transport via proton antiport (periplasm),arab__L_c + h_p <-> h_c + arab__L_p
ARGORNt7pp,S_Transport__Inner_Membrane,Arginine/ornithine antiporter (periplasm),orn_c + arg__L_p <-> arg__L_c + orn_p
ARGSL,S_Arginine_and_Proline_Metabolism,Argininosuccinate lyase,argsuc_c <-> arg__L_c + fum_c
ARGabcpp,S_Transport__Inner_Membrane,L-arginine transport via ABC system (periplasm),atp_c + h2o_c + arg__L_p <-> adp_c + arg__L_c + h_c + pi_c
ASCBptspp,S_Transport__Inner_Membrane,L-ascorbate transport via PEP:Pyr PTS (periplasm),pep_c + ascb__L_p <-> ascb6p_c + pyr_c
ASNNpp,S_Alanine_and_Aspartate_Metabolism,L-asparaginase,asn__L_p + h2o_p <-> asp__L_p + nh4_p
ASNS1,S_Alanine_and_Aspartate_Metabolism,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c <-> amp_c + asn__L_c + glu__L_c + h_c + ppi_c
ASNTRS,S_tRNA_Charging,Asparaginyl-tRNA synthetase,asn__L_c + atp_c + trnaasn_c <-> amp_c + asntrna_c + ppi_c
ASO3t8pp,S_Transport__Inner_Membrane,Arsenite efflux via ATP hydrolysis (periplasm),aso3_c + atp_c + h2o_c <-> adp_c + h_c + pi_c + aso3_p
ASO3tex,S_Transport__Outer_Membrane_Porin,Arsenite transport via diffusion (extracellular to periplasm),aso3_e <-> aso3_p
ASP1DC,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Aspartate 1-decarboxylase,asp__L_c + h_c <-> ala_B_c + co2_c
ASPCT,S_Purine_and_Pyrimidine_Biosynthesis,Aspartate carbamoyltransferase,asp__L_c + cbp_c <-> cbasp_c + h_c + pi_c
ASPK,S_Threonine_and_Lysine_Metabolism,Aspartate kinase,asp__L_c + atp_c <-> 4pasp_c + adp_c
ASPO5,S_Cofactor_and_Prosthetic_Group_Biosynthesis,L-aspartate oxidase,asp__L_c + fum_c <-> h_c + iasp_c + succ_c
ASPO6,S_Cofactor_and_Prosthetic_Group_Biosynthesis,L-aspartate oxidase,asp__L_c + o2_c <-> h_c + h2o2_c + iasp_c
ASPt2_3pp,S_Transport__Inner_Membrane,L-asparate transport via proton symport (3 H) (periplasm),asp__L_p + 3.0 h_p <-> asp__L_c + 3.0 h_c
ASPt2pp,S_Transport__Inner_Membrane,L-aspartate transport in via proton symport (periplasm),asp__L_p + h_p <-> asp__L_c + h_c
ASR,S_Inorganic_Ion_Transport_and_Metabolism,Arsenate reductase,aso4_c + 2.0 gthrd_c <-> aso3_c + gthox_c + h2o_c
ATPPRT,S_Histidine_Metabolism,ATP phosphoribosyltransferase,atp_c + prpp_c <-> ppi_c + prbatp_c
BALAtex,S_Transport__Outer_Membrane_Porin,Beta-alanine transport via diffusion (extracellular to periplasm),ala_B_e <-> ala_B_p
BETALDHy,S_Unassigned,Betaine-aldehyde dehydrogenase,betald_c + h2o_c + nadp_c <-> glyb_c + 2.0 h_c + nadph_c
BPNT,S_Cysteine_Metabolism,"3',5'-bisphosphate nucleotidase",h2o_c + pap_c <-> amp_c + pi_c
BSORx,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Biotin sulfoxide reductase,btnso_c + h_c + nadh_c <-> btn_c + h2o_c + nad_c
BSORy,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Biotin sulfoxide reductase,btnso_c + h_c + nadph_c <-> btn_c + h2o_c + nadp_c
BUTSO3tex,S_Transport__Outer_Membrane_Porin,Butanesulfonate transport via diffusion (extracellular to periplasm),butso3_e <-> butso3_p
CADVtpp,S_Transport__Inner_Membrane,Lysine/Cadaverine antiporter (periplasm),15dap_c + h_p + lys__L_p <-> h_c + lys__L_c + 15dap_p
CAT,S_Unassigned,Catalase,2.0 h2o2_c <-> 2.0 h2o_c + o2_c
CAt6pp,S_Inorganic_Ion_Transport_and_Metabolism,Calcium / sodium antiporter (1:1),ca2_c + na1_p <-> na1_c + ca2_p
CBIAT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Cobinamide adenyltransferase,atp_c + cbi_c + h_c <-> adocbi_c + pppi_c
CBL1tonex,S_Transport__Outer_Membrane,Cob(1)alamin transport via ton system (extermal),cbl1_e + h_p <-> h_c + cbl1_p
CBLAT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h_c <-> adocbl_c + pppi_c
CD2tex,S_Transport__Outer_Membrane_Porin,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),cd2_e <-> cd2_p
CD2tpp,S_Inorganic_Ion_Transport_and_Metabolism,Cadmium (+2) transport in via permease (no H+),cd2_p <-> cd2_c
CDAPPA120,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C12:0),cdpdddecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa120_c
CDAPPA160,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C16:0),cdpdhdecg_c + h2o_c <-> cmp_c + 2.0 h_c + pa160_c
CDAPPA161,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C16:1),cdpdhdec9eg_c + h2o_c <-> cmp_c + 2.0 h_c + pa161_c
CDAPPA181,S_Glycerophospholipid_Metabolism,CDP-Diacylglycerol pyrophostatase (n-C18:1),cdpdodec11eg_c + h2o_c <-> cmp_c + 2.0 h_c + pa181_c
CFAS160G,S_Glycerophospholipid_Metabolism,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)",2.0 amet_c + pg161_c <-> 2.0 ahcys_c + cpg160_c + 2.0 h_c
CFAS180G,S_Glycerophospholipid_Metabolism,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",2.0 amet_c + pg181_c <-> 2.0 ahcys_c + cpg180_c + 2.0 h_c
CHLabcpp,S_Transport__Inner_Membrane,Choline transport via ABC system (periplasm),atp_c + h2o_c + chol_p <-> adp_c + chol_c + h_c + pi_c
CHLtex,S_Transport__Outer_Membrane_Porin,Choline transport via diffusion (extracellular to periplasm),chol_e <-> chol_p
CHORS,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,Chorismate synthase,3psme_c <-> chor_c + pi_c
CITt7pp,S_Transport__Inner_Membrane,Citrate transport via succinate antiport (periplasm),succ_c + cit_p <-> cit_c + succ_p
CLPNH120pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C12:0)",clpn120_p + h2o_p <-> h_p + pa120_p + pg120_p
CLPNH141pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C14:1)",clpn141_p + h2o_p <-> h_p + pa141_p + pg141_p
CLPNH180pp,S_Glycerophospholipid_Metabolism,"Cardiolipin hydrolase (periplasm, n-C18:0)",clpn180_p + h2o_p <-> h_p + pa180_p + pg180_p
CLPNS120pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C12:0)",2.0 pg120_p <-> clpn120_p + glyc_p
CLPNS140pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C14:0)",2.0 pg140_p <-> clpn140_p + glyc_p
CLPNS161pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C16:1)",2.0 pg161_p <-> clpn161_p + glyc_p
CLPNS181pp,S_Glycerophospholipid_Metabolism,"Cardiolipin synthase (periplasmic, n-C18:1)",2.0 pg181_p <-> clpn181_p + glyc_p
CMPtex,S_Transport__Outer_Membrane_Porin,CMP transport via diffusion (extracellular to periplasm),cmp_e <-> cmp_p
COBALT2t3pp,S_Inorganic_Ion_Transport_and_Metabolism,Cobalt (Co+2) transport out via proton antiport (periplasm),cobalt2_c + h_p <-> h_c + cobalt2_p
COBALT2tex,S_Transport__Outer_Membrane_Porin,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),cobalt2_e <-> cobalt2_p
COBALT2tpp,S_Inorganic_Ion_Transport_and_Metabolism,Cobalt transport in via permease (no H+),cobalt2_p <-> cobalt2_c
CPGNR3,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen(Fe(III)) reductase,2.0 cpgn_c + rbflvrd_c <-> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
CPGNUtex,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen unloaded secretion (extracellular),cpgn_un_p + h_p <-> h_c + cpgn_un_e
CPGNexs,S_Inorganic_Ion_Transport_and_Metabolism,Coprogen Fe-loading reaction (spontaneaous),cpgn_un_e + fe3_e <-> cpgn_e
CPGNtonex,S_Transport__Outer_Membrane,Coprogen transport via ton system (extracellular),cpgn_e + h_p <-> h_c + cpgn_p
CPPPGO,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c <-> 2.0 co2_c + 2.0 h2o_c + pppg9_c
CPPPGO2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Oxygen Independent coproporphyrinogen-III oxidase,2.0 amet_c + cpppg3_c <-> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c
CRNCAL2,S_Oxidative_Phosphorylation,Carnitine-CoA Ligase,atp_c + coa_c + crn_c <-> adp_c + crncoa_c + pi_c
CRNCAR,S_Oxidative_Phosphorylation,Carnitine-CoA racemase,crncoa_c <-> crnDcoa_c
CRNCBCT,S_Oxidative_Phosphorylation,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <-> crncoa_c + ctbt_c
CRNCDH,S_Oxidative_Phosphorylation,Carnityl-CoA dehydratse,crncoa_c <-> ctbtcoa_c + h2o_c
CRNDt2rpp,S_Transport__Inner_Membrane,D-carnitine outward transport (H+ antiport),crn__D_p + h_p <-> crn__D_c + h_c
CRNabcpp,S_Transport__Inner_Membrane,L-carnitine transport via ABC system (periplasm),atp_c + h2o_c + crn_p <-> adp_c + crn_c + h_c + pi_c
CRNt7pp,S_Transport__Inner_Membrane,Carnitine/butyrobetaine antiporter (periplasm),gbbtn_c + crn_p <-> crn_c + gbbtn_p
CSNtex,S_Transport__Outer_Membrane_Porin,Cytosine transport via diffusion (extracellular to periplasm),csn_e <-> csn_p
CTBTCAL2,S_Oxidative_Phosphorylation,Crotonobetaine-CoA Ligase,atp_c + coa_c + ctbt_c <-> adp_c + ctbtcoa_c + pi_c
CTPS2,S_Purine_and_Pyrimidine_Biosynthesis,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c <-> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
CU1abcpp,S_Inorganic_Ion_Transport_and_Metabolism,Copper (Cu +1) ABC transporter (periplasm),atp_c + cu_c + h2o_c <-> adp_c + h_c + pi_c + cu_p
CU2abcpp,S_Inorganic_Ion_Transport_and_Metabolism,Copper (Cu+2) ABC transporter (periplasm),atp_c + cu2_c + h2o_c <-> adp_c + h_c + pi_c + cu2_p
CUt3,S_Transport__Outer_Membrane,Copper transport out via proton antiport,cu_c + h_e <-> h_c + cu_e
CUtex,S_Transport__Outer_Membrane_Porin,Copper (Cu+1) transport via diffusion (extracellular to periplasm),cu_e <-> cu_p
CYANSTpp,S_Inorganic_Ion_Transport_and_Metabolism,Cyanide sulfurtransferase (periplasmic),cyan_p + tsul_p <-> h_p + so3_p + tcynt_p
CYANtex,S_Transport__Outer_Membrane_Porin,Cyanide transport via diffusion (extracellular to periplasm),cyan_e <-> cyan_p
CYNTt2pp,S_Transport__Inner_Membrane,Cyanate transport via proton symport (periplasm),cynt_p + h_p <-> cynt_c + h_c
CYSDDS,S_Cysteine_Metabolism,D-cysteine desulfhydrase,cys__D_c + h2o_c <-> h2s_c + nh4_c + pyr_c
CYSDS,S_Cysteine_Metabolism,Cysteine Desulfhydrase,cys__L_c + h2o_c <-> h2s_c + nh4_c + pyr_c
CYSS,S_Cysteine_Metabolism,Cysteine synthase,acser_c + h2s_c <-> ac_c + cys__L_c + h_c
CYSSADS,S_Cysteine_Metabolism,L-cysteine sulfinic acid desulfurase,3sala_c + 2.0 h_c <-> ala__L_c + so2_c
CYSabcpp,S_Transport__Inner_Membrane,L-cysteine uptake via ABC system (periplasm),atp_c + h2o_c + cys__L_p <-> adp_c + cys__L_c + h_c + pi_c
CYStex,S_Transport__Outer_Membrane_Porin,L-cysteine transport via diffusion (extracellular to periplasm),cys__L_e <-> cys__L_p
CYTBD2pp,S_Oxidative_Phosphorylation,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c <-> h2o_c + mqn8_c + 2.0 h_p
CYTBDpp,S_Oxidative_Phosphorylation,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),2.0 h_c + 0.5 o2_c + q8h2_c <-> h2o_c + q8_c + 2.0 h_p
CYTBO3_4pp,S_Oxidative_Phosphorylation,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4.0 h_c + 0.5 o2_c + q8h2_c <-> h2o_c + q8_c + 4.0 h_p
CYTDH,S_Alternate_Carbon_Metabolism,Cytidine hydrolase,cytd_c + h2o_c <-> csn_c + rib__D_c
CYTDK2,S_Nucleotide_Salvage_Pathway,Cytidine kinase (GTP),cytd_c + gtp_c <-> cmp_c + gdp_c + h_c
CYTDtex,S_Transport__Outer_Membrane_Porin,Cytidine transport via diffusion (extracellular to periplasm),cytd_e <-> cytd_p
CYTK1,S_Nucleotide_Salvage_Pathway,Cytidylate kinase (CMP),atp_c + cmp_c <-> adp_c + cdp_c
CYTK2,S_Nucleotide_Salvage_Pathway,Cytidylate kinase (dCMP),atp_c + dcmp_c <-> adp_c + dcdp_c
DAAD,S_Alanine_and_Aspartate_Metabolism,D-Amino acid dehydrogenase,ala__D_c + fad_c + h2o_c <-> fadh2_c + nh4_c + pyr_c
DADA,S_Nucleotide_Salvage_Pathway,Deoxyadenosine deaminase,dad_2_c + h_c + h2o_c <-> din_c + nh4_c
DADK,S_Nucleotide_Salvage_Pathway,Deoxyadenylate kinase,atp_c + damp_c <-> adp_c + dadp_c
DADNtex,S_Transport__Outer_Membrane,Deoxyadenosine transport via diffusion (extracellular to periplasm),dad_2_e <-> dad_2_p
DAGK120,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C12:0),12dgr120_c + atp_c <-> adp_c + h_c + pa120_c
DAGK141,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C14:1),12dgr141_c + atp_c <-> adp_c + h_c + pa141_c
DAGK161,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C16:1),12dgr161_c + atp_c <-> adp_c + h_c + pa161_c
DAGK180,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C18:0),12dgr180_c + atp_c <-> adp_c + h_c + pa180_c
DAGK181,S_Glycerophospholipid_Metabolism,Diacylglycerol kinase (n-C18:1),12dgr181_c + atp_c <-> adp_c + h_c + pa181_c
DALAtex,S_Transport__Outer_Membrane_Porin,D-Alanine transport via diffusion (extracellular to periplasm),ala__D_e <-> ala__D_p
DAPAL,S_Alternate_Carbon_Metabolism,"2,3-diaminopropionate amonnia lyase",23dappa_c + h2o_c <-> 2.0 nh4_c + pyr_c
DAPE,S_Threonine_and_Lysine_Metabolism,Diaminopimelate epimerase,26dap_LL_c <-> 26dap__M_c
DASYN120,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C12:0),ctp_c + h_c + pa120_c <-> cdpdddecg_c + ppi_c
DASYN141,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c <-> cdpdtdec7eg_c + ppi_c
DASYN160,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C16:0),ctp_c + h_c + pa160_c <-> cdpdhdecg_c + ppi_c
DASYN180,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c <-> cdpdodecg_c + ppi_c
DASYN181,S_Glycerophospholipid_Metabolism,CDP-diacylglycerol synthetase (n-C18:1),ctp_c + h_c + pa181_c <-> cdpdodec11eg_c + ppi_c
DB4PS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c <-> db4p_c + for_c + h_c
DBTS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dethiobiotin synthase,atp_c + co2_c + dann_c <-> adp_c + dtbt_c + 3.0 h_c + pi_c
DCYTtex,S_Transport__Outer_Membrane,Deoxycytidine transport via diffusion (extracellular to periplasm),dcyt_e <-> dcyt_p
DDGALK,S_Alternate_Carbon_Metabolism,2-dehydro-3-deoxygalactonokinase,2dh3dgal_c + atp_c <-> 2dh3dgal6p_c + adp_c + h_c
DDPA,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c <-> 2dda7p_c + pi_c
DDPGALA,S_Alternate_Carbon_Metabolism,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2dh3dgal6p_c <-> g3p_c + pyr_c
DGSNt2pp,S_Transport__Inner_Membrane,Deoxyguanosine transport in via proton symport (periplasm),dgsn_p + h_p <-> dgsn_c + h_c
DGSNtex,S_Transport__Outer_Membrane_Porin,Deoxyguanosine transport via diffusion (extracellular to periplasm),dgsn_e <-> dgsn_p
DHAD2,S_Valine__Leucine__and_Isoleucine_Metabolism,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c <-> 3mop_c + h2o_c
DHAPT,S_Alternate_Carbon_Metabolism,Dihydroxyacetone phosphotransferase,dha_c + pep_c <-> dhap_c + pyr_c
DHAtpp,S_Transport__Inner_Membrane,Dihydroxyacetone transport via facilitated diffusion (periplasm),dha_p <-> dha_c
DHBS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2,3-dihydroxybenzoate adenylate synthase",23dhb_c + atp_c + h_c <-> 23dhba_c + ppi_c
DHBSH,S_Cofactor_and_Prosthetic_Group_Biosynthesis,"2,3-dihydroxybenzoylserine hydrolase",23dhbzs_c + h2o_c <-> 23dhb_c + ser__L_c
DHDPRy,S_Threonine_and_Lysine_Metabolism,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c <-> nadp_c + thdp_c
DHDPS,S_Threonine_and_Lysine_Metabolism,Dihydrodipicolinate synthase,aspsa_c + pyr_c <-> 23dhdp_c + h_c + 2.0 h2o_c
DHNPA2r,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dihydroneopterin aldolase reversible,dhnpt_c <-> 6hmhpt_c + gcald_c
DHORD5,S_Purine_and_Pyrimidine_Biosynthesis,Dihydroorotic acid (menaquinone-8),dhor__S_c + mqn8_c <-> mql8_c + orot_c
DHORTS,S_Purine_and_Pyrimidine_Biosynthesis,Dihydroorotase,dhor__S_c + h2o_c <-> cbasp_c + h_c
DHPPD,S_Alternate_Carbon_Metabolism,"2,3-dihydroxyphenylpropionate dehydrogenase",cechddd_c + nad_c <-> dhpppn_c + h_c + nadh_c
DHPS2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Dihydropteroate synthase,4abz_c + 6hmhptpp_c <-> dhpt_c + ppi_c
DHQTi,S_Tyrosine__Tryptophan__and_Phenylalanine_Metabolism,"3-dehydroquinate dehydratase, irreversible",3dhq_c <-> 3dhsk_c + h2o_c
DIMPtex,S_Transport__Outer_Membrane_Porin,DIMP transport via diffusion (extracellular to periplasm),dimp_e <-> dimp_p
